SYMBOL	RET	PARAMS	RET_LAYOUT	PARAM_LAYOUTS	TYPE	METHOD	THROWS	BUILT	FILE
wkj_dom_Document_setOnstalled	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOnstalled	-	1	JavaDocument.cpp
wkj_dom_Document_getOnsubmit	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getOnsubmit	-	1	JavaDocument.cpp
wkj_dom_Document_setOnsubmit	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOnsubmit	-	1	JavaDocument.cpp
wkj_dom_Document_getOnsuspend	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getOnsuspend	-	1	JavaDocument.cpp
wkj_dom_Document_setOnsuspend	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOnsuspend	-	1	JavaDocument.cpp
wkj_dom_Document_getOntimeupdate	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getOntimeupdate	-	1	JavaDocument.cpp
wkj_dom_Document_setOntimeupdate	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOntimeupdate	-	1	JavaDocument.cpp
wkj_dom_Document_getOnvolumechange	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getOnvolumechange	-	1	JavaDocument.cpp
wkj_dom_Document_setOnvolumechange	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOnvolumechange	-	1	JavaDocument.cpp
wkj_dom_Document_getOnwaiting	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getOnwaiting	-	1	JavaDocument.cpp
wkj_dom_Document_setOnwaiting	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOnwaiting	-	1	JavaDocument.cpp
wkj_dom_Document_getOnwheel	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getOnwheel	-	1	JavaDocument.cpp
wkj_dom_Document_setOnwheel	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Document	setOnwheel	-	1	JavaDocument.cpp
wkj_dom_Document_getChildren	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getChildren	-	1	JavaDocument.cpp
wkj_dom_Document_getFirstElementChild	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getFirstElementChild	-	1	JavaDocument.cpp
wkj_dom_Document_getLastElementChild	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	getLastElementChild	-	1	JavaDocument.cpp
wkj_dom_Document_getChildElementCount	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Document	getChildElementCount	-	1	JavaDocument.cpp
wkj_dom_Document_createElement	int64_t	int64_t peer, const uint16_t* tagName, int32_t tagName_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createElement	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createDocumentFragment	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	createDocumentFragment	-	1	JavaDocument.cpp
wkj_dom_Document_createTextNode	int64_t	int64_t peer, const uint16_t* data, int32_t data_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createTextNode	-	1	JavaDocument.cpp
wkj_dom_Document_createComment	int64_t	int64_t peer, const uint16_t* data, int32_t data_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createComment	-	1	JavaDocument.cpp
wkj_dom_Document_createCDATASection	int64_t	int64_t peer, const uint16_t* data, int32_t data_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createCDATASection	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createProcessingInstruction	int64_t	int64_t peer, const uint16_t* target, int32_t target_length, const uint16_t* data, int32_t data_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS,JAVA_INT	Document	createProcessingInstruction	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createAttribute	int64_t	int64_t peer, const uint16_t* name, int32_t name_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createAttribute	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createEntityReference	int64_t	int64_t arg0, const uint16_t* arg1, int32_t arg1_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createEntityReference	THROWS	1	JavaDocument.cpp
wkj_dom_Document_getElementsByTagName	int64_t	int64_t peer, const uint16_t* tagname, int32_t tagname_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	getElementsByTagName	-	1	JavaDocument.cpp
wkj_dom_Document_importNode	int64_t	int64_t peer, int64_t importedNode, int32_t deep	JAVA_LONG	JAVA_LONG,JAVA_LONG,JAVA_INT	Document	importNode	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createElementNS	int64_t	int64_t peer, const uint16_t* namespaceURI, int32_t namespaceURI_length, const uint16_t* qualifiedName, int32_t qualifiedName_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS,JAVA_INT	Document	createElementNS	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createAttributeNS	int64_t	int64_t peer, const uint16_t* namespaceURI, int32_t namespaceURI_length, const uint16_t* qualifiedName, int32_t qualifiedName_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS,JAVA_INT	Document	createAttributeNS	THROWS	1	JavaDocument.cpp
wkj_dom_Document_getElementsByTagNameNS	int64_t	int64_t peer, const uint16_t* namespaceURI, int32_t namespaceURI_length, const uint16_t* localName, int32_t localName_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS,JAVA_INT	Document	getElementsByTagNameNS	-	1	JavaDocument.cpp
wkj_dom_Document_adoptNode	int64_t	int64_t peer, int64_t source	JAVA_LONG	JAVA_LONG,JAVA_LONG	Document	adoptNode	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createEvent	int64_t	int64_t peer, const uint16_t* eventType, int32_t eventType_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	createEvent	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createRange	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	createRange	-	1	JavaDocument.cpp
wkj_dom_Document_createNodeIterator	int64_t	int64_t arg0, int64_t arg1, int32_t arg2, int64_t arg3, int32_t arg4	JAVA_LONG	JAVA_LONG,JAVA_LONG,JAVA_INT,JAVA_LONG,JAVA_INT	Document	createNodeIterator	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createTreeWalker	int64_t	int64_t arg0, int64_t arg1, int32_t arg2, int64_t arg3, int32_t arg4	JAVA_LONG	JAVA_LONG,JAVA_LONG,JAVA_INT,JAVA_LONG,JAVA_INT	Document	createTreeWalker	THROWS	1	JavaDocument.cpp
wkj_dom_Document_getOverrideStyle	int64_t	int64_t arg0, int64_t arg1, const uint16_t* arg2, int32_t arg2_length	JAVA_LONG	JAVA_LONG,JAVA_LONG,ADDRESS,JAVA_INT	Document	getOverrideStyle	-	1	JavaDocument.cpp
wkj_dom_Document_createExpression	int64_t	int64_t peer, const uint16_t* expression, int32_t expression_length, int64_t resolver	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT,JAVA_LONG	Document	createExpression	THROWS	1	JavaDocument.cpp
wkj_dom_Document_createNSResolver	int64_t	int64_t peer, int64_t nodeResolver	JAVA_LONG	JAVA_LONG,JAVA_LONG	Document	createNSResolver	-	1	JavaDocument.cpp
wkj_dom_Document_evaluate	int64_t	int64_t peer, const uint16_t* expression, int32_t expression_length, int64_t contextNode, int64_t resolver, int16_t type, int64_t inResult	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT,JAVA_LONG,JAVA_LONG,JAVA_SHORT,JAVA_LONG	Document	evaluate	THROWS	1	JavaDocument.cpp
wkj_dom_Document_execCommand	int32_t	int64_t peer, const uint16_t* command, int32_t command_length, int32_t userInterface, const uint16_t* value, int32_t value_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,JAVA_INT,ADDRESS,JAVA_INT	Document	execCommand	-	1	JavaDocument.cpp
wkj_dom_Document_queryCommandEnabled	int32_t	int64_t peer, const uint16_t* command, int32_t command_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT	Document	queryCommandEnabled	-	1	JavaDocument.cpp
wkj_dom_Document_queryCommandIndeterm	int32_t	int64_t peer, const uint16_t* command, int32_t command_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT	Document	queryCommandIndeterm	-	1	JavaDocument.cpp
wkj_dom_Document_queryCommandState	int32_t	int64_t peer, const uint16_t* command, int32_t command_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT	Document	queryCommandState	-	1	JavaDocument.cpp
wkj_dom_Document_queryCommandSupported	int32_t	int64_t peer, const uint16_t* command, int32_t command_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT	Document	queryCommandSupported	-	1	JavaDocument.cpp
wkj_dom_Document_queryCommandValue	int32_t	int64_t peer, const uint16_t* command, int32_t command_length, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS,JAVA_INT,ADDRESS	Document	queryCommandValue	-	1	JavaDocument.cpp
wkj_dom_Document_getElementsByName	int64_t	int64_t peer, const uint16_t* elementName, int32_t elementName_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	getElementsByName	-	1	JavaDocument.cpp
wkj_dom_Document_elementFromPoint	int64_t	int64_t peer, int32_t x, int32_t y	JAVA_LONG	JAVA_LONG,JAVA_INT,JAVA_INT	Document	elementFromPoint	-	1	JavaDocument.cpp
wkj_dom_Document_caretRangeFromPoint	int64_t	int64_t peer, int32_t x, int32_t y	JAVA_LONG	JAVA_LONG,JAVA_INT,JAVA_INT	Document	caretRangeFromPoint	-	1	JavaDocument.cpp
wkj_dom_Document_createCSSStyleDeclaration	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Document	createCSSStyleDeclaration	-	1	JavaDocument.cpp
wkj_dom_Document_getElementsByClassName	int64_t	int64_t peer, const uint16_t* classNames, int32_t classNames_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	getElementsByClassName	-	1	JavaDocument.cpp
wkj_dom_Document_hasFocus	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Document	hasFocus	-	1	JavaDocument.cpp
wkj_dom_Document_getElementById	int64_t	int64_t peer, const uint16_t* elementId, int32_t elementId_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	getElementById	-	1	JavaDocument.cpp
wkj_dom_Document_querySelector	int64_t	int64_t peer, const uint16_t* selectors, int32_t selectors_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	querySelector	THROWS	1	JavaDocument.cpp
wkj_dom_Document_querySelectorAll	int64_t	int64_t peer, const uint16_t* selectors, int32_t selectors_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	Document	querySelectorAll	THROWS	1	JavaDocument.cpp
wkj_dom_DocumentFragment_getChildren	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	DocumentFragment	getChildren	-	1	JavaDocumentFragment.cpp
wkj_dom_DocumentFragment_getFirstElementChild	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	DocumentFragment	getFirstElementChild	-	1	JavaDocumentFragment.cpp
wkj_dom_DocumentFragment_getLastElementChild	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	DocumentFragment	getLastElementChild	-	1	JavaDocumentFragment.cpp
wkj_dom_DocumentFragment_getChildElementCount	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	DocumentFragment	getChildElementCount	-	1	JavaDocumentFragment.cpp
wkj_dom_DocumentFragment_getElementById	int64_t	int64_t peer, const uint16_t* elementId, int32_t elementId_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	DocumentFragment	getElementById	-	1	JavaDocumentFragment.cpp
wkj_dom_DocumentFragment_querySelector	int64_t	int64_t peer, const uint16_t* selectors, int32_t selectors_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	DocumentFragment	querySelector	THROWS	1	JavaDocumentFragment.cpp
wkj_dom_DocumentFragment_querySelectorAll	int64_t	int64_t peer, const uint16_t* selectors, int32_t selectors_length	JAVA_LONG	JAVA_LONG,ADDRESS,JAVA_INT	DocumentFragment	querySelectorAll	THROWS	1	JavaDocumentFragment.cpp
wkj_dom_DocumentType_getName	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	DocumentType	getName	-	1	JavaDocumentType.cpp
wkj_dom_DocumentType_getEntities	int64_t	int64_t arg0	JAVA_LONG	JAVA_LONG	DocumentType	getEntities	-	1	JavaDocumentType.cpp
wkj_dom_DocumentType_getNotations	int64_t	int64_t arg0	JAVA_LONG	JAVA_LONG	DocumentType	getNotations	-	1	JavaDocumentType.cpp
wkj_dom_DocumentType_getPublicId	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	DocumentType	getPublicId	-	1	JavaDocumentType.cpp
wkj_dom_DocumentType_getSystemId	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	DocumentType	getSystemId	-	1	JavaDocumentType.cpp
wkj_dom_DocumentType_getInternalSubset	int32_t	int64_t arg0, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	DocumentType	getInternalSubset	-	1	JavaDocumentType.cpp
wkj_dom_DocumentType_remove	void	int64_t peer	void	JAVA_LONG	DocumentType	remove	THROWS	1	JavaDocumentType.cpp
wkj_dom_Element_isHTMLElement	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Element	isHTMLElement	-	1	JavaElement.cpp
wkj_dom_Element_getTagName	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	Element	getTagName	-	1	JavaElement.cpp
wkj_dom_Element_getAttributes	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getAttributes	-	1	JavaElement.cpp
wkj_dom_Element_getStyle	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getStyle	-	1	JavaElement.cpp
wkj_dom_Element_getId	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	Element	getId	-	1	JavaElement.cpp
wkj_dom_Element_setId	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	Element	setId	-	1	JavaElement.cpp
wkj_dom_Element_getOffsetLeft	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getOffsetLeft	-	1	JavaElement.cpp
wkj_dom_Element_getOffsetTop	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getOffsetTop	-	1	JavaElement.cpp
wkj_dom_Element_getOffsetWidth	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getOffsetWidth	-	1	JavaElement.cpp
wkj_dom_Element_getOffsetHeight	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getOffsetHeight	-	1	JavaElement.cpp
wkj_dom_Element_getClientLeft	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getClientLeft	-	1	JavaElement.cpp
wkj_dom_Element_getClientTop	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getClientTop	-	1	JavaElement.cpp
wkj_dom_Element_getClientWidth	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getClientWidth	-	1	JavaElement.cpp
wkj_dom_Element_getClientHeight	double	int64_t peer	JAVA_DOUBLE	JAVA_LONG	Element	getClientHeight	-	1	JavaElement.cpp
wkj_dom_Element_getScrollLeft	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Element	getScrollLeft	-	1	JavaElement.cpp
wkj_dom_Element_setScrollLeft	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	Element	setScrollLeft	-	1	JavaElement.cpp
wkj_dom_Element_getScrollTop	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Element	getScrollTop	-	1	JavaElement.cpp
wkj_dom_Element_setScrollTop	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	Element	setScrollTop	-	1	JavaElement.cpp
wkj_dom_Element_getScrollWidth	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Element	getScrollWidth	-	1	JavaElement.cpp
wkj_dom_Element_getScrollHeight	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	Element	getScrollHeight	-	1	JavaElement.cpp
wkj_dom_Element_getOffsetParent	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOffsetParent	-	1	JavaElement.cpp
wkj_dom_Element_getInnerHTML	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	Element	getInnerHTML	-	1	JavaElement.cpp
wkj_dom_Element_setInnerHTML	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	Element	setInnerHTML	-	1	JavaElement.cpp
wkj_dom_Element_getOuterHTML	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	Element	getOuterHTML	-	1	JavaElement.cpp
wkj_dom_Element_setOuterHTML	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	Element	setOuterHTML	-	1	JavaElement.cpp
wkj_dom_Element_getClassName	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	Element	getClassName	-	1	JavaElement.cpp
wkj_dom_Element_setClassName	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	Element	setClassName	-	1	JavaElement.cpp
wkj_dom_Element_getOnbeforecopy	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnbeforecopy	-	1	JavaElement.cpp
wkj_dom_Element_setOnbeforecopy	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnbeforecopy	-	1	JavaElement.cpp
wkj_dom_Element_getOnbeforecut	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnbeforecut	-	1	JavaElement.cpp
wkj_dom_Element_setOnbeforecut	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnbeforecut	-	1	JavaElement.cpp
wkj_dom_Element_getOnbeforepaste	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnbeforepaste	-	1	JavaElement.cpp
wkj_dom_Element_setOnbeforepaste	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnbeforepaste	-	1	JavaElement.cpp
wkj_dom_Element_getOncopy	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOncopy	-	1	JavaElement.cpp
wkj_dom_Element_setOncopy	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOncopy	-	1	JavaElement.cpp
wkj_dom_Element_getOncut	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOncut	-	1	JavaElement.cpp
wkj_dom_Element_setOncut	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOncut	-	1	JavaElement.cpp
wkj_dom_Element_getOnpaste	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnpaste	-	1	JavaElement.cpp
wkj_dom_Element_setOnpaste	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnpaste	-	1	JavaElement.cpp
wkj_dom_Element_getOnselectstart	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnselectstart	-	1	JavaElement.cpp
wkj_dom_Element_setOnselectstart	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnselectstart	-	1	JavaElement.cpp
wkj_dom_Element_getOnanimationend	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnanimationend	-	1	JavaElement.cpp
wkj_dom_Element_setOnanimationend	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnanimationend	-	1	JavaElement.cpp
wkj_dom_Element_getOnanimationiteration	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnanimationiteration	-	1	JavaElement.cpp
wkj_dom_Element_setOnanimationiteration	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnanimationiteration	-	1	JavaElement.cpp
wkj_dom_Element_getOnanimationstart	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnanimationstart	-	1	JavaElement.cpp
wkj_dom_Element_setOnanimationstart	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnanimationstart	-	1	JavaElement.cpp
wkj_dom_Element_getOntransitionend	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOntransitionend	-	1	JavaElement.cpp
wkj_dom_Element_setOntransitionend	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOntransitionend	-	1	JavaElement.cpp
wkj_dom_Element_getOnwebkitanimationend	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnwebkitanimationend	-	1	JavaElement.cpp
wkj_dom_Element_setOnwebkitanimationend	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnwebkitanimationend	-	1	JavaElement.cpp
wkj_dom_Element_getOnwebkitanimationiteration	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnwebkitanimationiteration	-	1	JavaElement.cpp
wkj_dom_Element_setOnwebkitanimationiteration	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnwebkitanimationiteration	-	1	JavaElement.cpp
wkj_dom_Element_getOnwebkitanimationstart	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnwebkitanimationstart	-	1	JavaElement.cpp
wkj_dom_Element_setOnwebkitanimationstart	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnwebkitanimationstart	-	1	JavaElement.cpp
wkj_dom_Element_getOnwebkittransitionend	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnwebkittransitionend	-	1	JavaElement.cpp
wkj_dom_Element_setOnwebkittransitionend	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnwebkittransitionend	-	1	JavaElement.cpp
wkj_dom_Element_getOnfocusin	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnfocusin	-	1	JavaElement.cpp
wkj_dom_Element_setOnfocusin	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnfocusin	-	1	JavaElement.cpp
wkj_dom_Element_getOnfocusout	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnfocusout	-	1	JavaElement.cpp
wkj_dom_Element_setOnfocusout	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnfocusout	-	1	JavaElement.cpp
wkj_dom_Element_getOnbeforeload	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnbeforeload	-	1	JavaElement.cpp
wkj_dom_Element_setOnbeforeload	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnbeforeload	-	1	JavaElement.cpp
wkj_dom_Element_getOnabort	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnabort	-	1	JavaElement.cpp
wkj_dom_Element_setOnabort	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnabort	-	1	JavaElement.cpp
wkj_dom_Element_getOnblur	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnblur	-	1	JavaElement.cpp
wkj_dom_Element_setOnblur	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnblur	-	1	JavaElement.cpp
wkj_dom_Element_getOncanplay	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOncanplay	-	1	JavaElement.cpp
wkj_dom_Element_setOncanplay	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOncanplay	-	1	JavaElement.cpp
wkj_dom_Element_getOncanplaythrough	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOncanplaythrough	-	1	JavaElement.cpp
wkj_dom_Element_setOncanplaythrough	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOncanplaythrough	-	1	JavaElement.cpp
wkj_dom_Element_getOnchange	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnchange	-	1	JavaElement.cpp
wkj_dom_Element_setOnchange	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnchange	-	1	JavaElement.cpp
wkj_dom_Element_getOnclick	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOnclick	-	1	JavaElement.cpp
wkj_dom_Element_setOnclick	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOnclick	-	1	JavaElement.cpp
wkj_dom_Element_getOncontextmenu	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOncontextmenu	-	1	JavaElement.cpp
wkj_dom_Element_setOncontextmenu	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOncontextmenu	-	1	JavaElement.cpp
wkj_dom_Element_getOndblclick	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOndblclick	-	1	JavaElement.cpp
wkj_dom_Element_setOndblclick	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOndblclick	-	1	JavaElement.cpp
wkj_dom_Element_getOndrag	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOndrag	-	1	JavaElement.cpp
wkj_dom_Element_setOndrag	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOndrag	-	1	JavaElement.cpp
wkj_dom_Element_getOndragend	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOndragend	-	1	JavaElement.cpp
wkj_dom_Element_setOndragend	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOndragend	-	1	JavaElement.cpp
wkj_dom_Element_getOndragenter	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOndragenter	-	1	JavaElement.cpp
wkj_dom_Element_setOndragenter	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOndragenter	-	1	JavaElement.cpp
wkj_dom_Element_getOndragleave	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOndragleave	-	1	JavaElement.cpp
wkj_dom_Element_setOndragleave	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	Element	setOndragleave	-	1	JavaElement.cpp
wkj_dom_Element_getOndragover	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	Element	getOndragover	-	1	JavaElement.cpp
